Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
17-024471,2017-05,5/14/2017 4:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,5586,PAGE BLVD           ,48, ,NUISANCE ABATEMENT PROPERTY,5586,PAGE,883184.4,1030879
17-026192,2017-05,5/31/2017 5:15,Y, , ,1, ,51212,5,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED       ,5342,PAGE BLVD           ,48, , ,5342,PAGE,884815.3,1029754
17-026287,2017-05,5/31/2017 15:41,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,4153,N GRAND BLVD        ,67, , ,4153,GRAND,902074.1,1031497
17-024653,2017-05,5/21/2017 10:20,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,5052,PARKER AVE          ,14, ,GARAGE,5052,PARKER,883905.6,1007117
17-025209,2017-05,5/25/2017 16:10,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,1200,N 9TH ST            ,62, , ,711,BIDDLE,908518.9,1020678
17-026398,2017-05,5/31/2017 17:00,Y, , ,1, ,51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,5872,ST LOUIS AVE        ,50, , ,5872,ST LOUIS,884023.8,1036748
17-024754,2017-05,4/16/2017 9:00,Y, , ,1, ,67701,5,LARCENY-FROM BUILDING UNDER $500                  ,4253,WASHINGTON AVE      ,38, , ,4253,WASHINGTON,892272,1024467
17-024990,2017-05,5/24/2017 15:00,Y, , ,1, ,182999,6,DRUGS-POSSESSION/OTHR UNSPEC DRUG                 ,1175,HOWELL ST           ,74, , ,1175,HOWELL,894749.3,1051783
17-024205,2017-05,5/20/2017 19:35,Y, , ,1, ,67601,3,"LARCENY-FROM BUILDING $500 - $24,999              ",3452,OHIO AVE            ,19, , ,3452,OHIO,898021.4,1004511
17-024499,2017-05,5/21/2017 22:30,Y, , ,1, ,65701,6,LARCENY-MTR VEH PARTS UNDER $500                  ,4929,ROSALIE ST          ,71, , ,4929,ROSALIE,895597.2,1040038
17-024166,2017-05,5/19/2017 19:30,Y, , ,1, ,64701,5,LARCENY-FROM MTR VEH UNDER $500                   ,5749,GOODFELLOW PL       ,50, , ,5749,GOODFELLOW,885129.9,1037450
17-026281,2017-05,5/31/2017 14:30,Y, , ,1, ,91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",3743,WISCONSIN AVE       ,18, , ,3743,WISCONSIN,899500,1002379
17-024192,2017-05,5/20/2017 9:30,Y, , ,1, ,67601,2,"LARCENY-FROM BUILDING $500 - $24,999              ",1354,MCCAUSLAND AVE      ,44, , ,1354,MCCAUSLAND,875369.1,1017375
17-026273,2017-05,5/31/2017 14:35,Y, , ,1, ,31421,3,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS         ,1831,S 7TH ST            ,21,SUBWAY,IN THE REAR,1831,7TH,905274.6,1010406
17-023501,2017-05,5/17/2017 8:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3934,PENNSYLVANIA AVE    ,16, , ,3934,PENNSYLVANIA,895908.4,1001692
17-024599,2017-05,5/21/2017 23:00,Y, , ,1, ,65701,5,LARCENY-MTR VEH PARTS UNDER $500                  ,5135,WABADA AVE          ,52, , ,5135,WABADA,888260.9,1032499
17-026328,2017-05,5/27/2017 15:00,Y, , ,1, ,64701,5,LARCENY-FROM MTR VEH UNDER $500                   ,0,WALTON AVE / WESTMINSTER PL,38, , ,4267,BOTANICAL,889179.9,1025112
17-025660,2017-05,5/27/2016 12:00,Y, , ,1, ,64701,5,LARCENY-FROM MTR VEH UNDER $500                   ,4263,OLIVE ST,38, , ,4263,OLIVE,892162.6,1023974
17-025094,2017-05,5/23/2017 15:00,Y, , ,1, ,64701,5,LARCENY-FROM MTR VEH UNDER $500                   ,6136,WESTMINSTER PL      ,46, , ,6136,WESTMINSTER,877971.6,1026740
17-024981,2017-05,5/24/2017 13:00,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT                         ,4579,PAGE BLVD           ,54, , ,4579,PAGE,891050.3,1028200
17-024497,2017-05,5/16/2017 6:30,Y, , ,1, ,69702,4,LARCENY-ALL OTHER UNDER $500                      ,3329,KLEIN ST            ,65, , ,3329,KLEIN,906677.6,1028371
17-021760,2017-05,05/08/2017 11:18,Y, , ,1, ,33111,4,ROBBERY-BANK     /FIREARM USED/SUCCESSFUL         ,710,OLIVE ST,35, ,FIRST BANK,710,OLIVE,908293.4,1017743
17-024624,2017-05,5/22/2017 8:00,Y, , ,1, ,65701,6,LARCENY-MTR VEH PARTS UNDER $500                  ,4942,WREN AVE            ,72, , ,4942,WREN,889882.9,1042546
17-024410,2017-05,5/21/2017 20:45,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,801,CONVENTION PZ,35, , ,801,CONVENTION,908086.9,1019323
17-024474,2017-05,5/14/2017 22:45,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,6062,GARESCHE AVE        ,76, ,NUISANCE ABATEMENT PROPERTY,6062,GARESCHE,889370.5,1045189
17-024297,2017-05,5/21/2017 0:01,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999               ",3829,N 25TH ST           ,65, ,VEHICLE PARKED ON STREET,3829,25TH,903286.5,1029519
17-024823,2017-05,5/23/2017 14:30,Y, , ,1, ,67601,1,"LARCENY-FROM BUILDING $500 - $24,999              ",930,HOLLY HILLS AVE     ,80,CARONDELET YMCA, ,930,HOLLY HILLS,889831.3,993186.7
17-026268,2017-05,5/31/2017 14:00,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,9137,DISCHINGER CT       ,74, , ,1088,MELVIN,895546.4,1052589
17-023689,2017-05,5/18/2017 7:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,2905,GASCONADE ST        ,16, , ,2905,GASCONADE,896388.8,1000756
17-025089,2017-05,5/24/2017 21:00,Y, , ,1, ,64711,3,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,1719,NICHOLSON PL        ,32, , ,1721,NICHOLSON,901611.6,1012677
17-025209,2017-05,5/25/2017 16:10,Y, , ,1, ,91303,4,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY           ,1200,N 9TH ST            ,62, , ,711,BIDDLE,908518.9,1020678
17-024871,2017-05,5/23/2017 21:30,Y, , ,1, ,69702,1,LARCENY-ALL OTHER UNDER $500                      ,3663,BELLERIVE BLVD      ,3, , ,3663,BELLERIVE,889717.8,996107.8
17-024481,2017-05,5/21/2017 21:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,5453,GENEVIEVE AVE       ,72, , ,5453,GENEVIEVE,892552.5,1043395
17-023653,2017-05,5/17/2017 19:53,Y, , ,1, ,36111,1,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS          ,4640,MORGANFORD RD       ,5,MORGANFORD MARKET,CONVIENCE MARKET,4640,MORGANFORD,887060.6,1001461
17-026436,2017-05,5/30/2017 17:00,Y, , ,1, ,51112,5,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED       ,5325,TERRY AVE           ,50, , ,5325,TERRY,887855.9,1034396
17-024766,2017-05,5/16/2017 7:00,Y, , ,1, ,69702,3,LARCENY-ALL OTHER UNDER $500                      ,1933,CHIPPEWA ST         ,18, , ,1933,CHIPPEWA,899688.3,1002268
17-024548,2017-05,5/21/2017 20:00,Y, , ,1, ,64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,1818,WASHINGTON AVE      ,36, , ,1818,WASHINGTON,904155.3,1019609
17-024856,2017-05,5/23/2017 10:00,Y, , ,1, ,71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3946,BOWEN ST            ,3, , ,3946,BOWEN,887363.9,995678.1
17-024383,2017-05,5/21/2017 11:00,Y, , ,1, ,71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3200,SHENANDOAH AVE      ,25, , ,3200,SHENANDOAH,896172.9,1010652
17-024516,2017-05,5/22/2017 0:30,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1023,SPRUCE ST           ,35, ,APT 406,1023,SPRUCE,906589.4,1016244
17-024591,2017-05,4/24/2017 15:03,Y, , ,1, ,67601,1,"LARCENY-FROM BUILDING $500 - $24,999              ",6914,VIRGINIA AVE        ,1, , ,6914,VIRGINIA,890015.8,990991.2
17-024704,2017-05,4/14/2017 14:30,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL                            ,5023,MINERVA AVE         ,51, , ,5023,MINERVA,887914.6,1029668
17-014031,2017-05,3/26/2017 12:17,Y, , ,1, ,41014,5,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC           ,1816,ANNIE MALONE DR     ,57, , ,1816,ANNIE MALONE,894809.3,1027966
17-024396,2017-05,5/21/2017 4:30,Y, , ,1, ,91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",4567,MCMILLAN AVE        ,54, , ,4567,MCMILLAN,890538.8,1027072
17-025807,2017-05,5/28/2017 18:00,Y, , ,1, ,51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,5622,ENRIGHT AVE         ,48, , ,5622,ENRIGHT,882262.8,1027291
17-024923,2017-05,5/24/2017 9:05,Y, , ,1, ,182250,5,DRUGS-POSSESSION/COCAINE                          ,5622,ENRIGHT AVE         ,48, , ,5622,ENRIGHT,882262.8,1027291
17-024049,2017-05,5/19/2017 20:00,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT                         ,2707,UTAH ST             ,30, , ,2707,UTAH,898045.3,1005846
17-024739,2017-05,5/19/2017 12:00,Y, , ,1, ,51112,5,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED       ,5572,CLEMENS AVE         ,48, , ,5572,CLEMENS,882636.8,1027674
17-023722,2017-05,05/07/2017 9:16,Y, , ,1, ,63701,1,LARCENY-SHOPLIFT UNDER $500                       ,932,LOUGHBOROUGH AVE    ,1,LOWES,@LOUGHBOROUGH COMMONS - LOWES,932,LOUGHBOROUGH,888524.2,991611.8
17-026249,2017-05,5/31/2017 12:20,Y, , ,1, ,91113,6,SIMPLE ASSAULT-ADULT/NO INJURY                    ,5600,MIMIKA AVE          ,76, , ,5710,PARK,890090.6,1046744
17-024508,2017-05,5/22/2017 9:30,Y, , ,1, ,63701,5,LARCENY-SHOPLIFT UNDER $500                       ,3949,LINDELL BLVD        ,38, , ,3949,LINDELL,893684.9,1021926
17-024485,2017-05,5/21/2017 21:30,Y, , ,1, ,65701,6,LARCENY-MTR VEH PARTS UNDER $500                  ,5529,DAVISON AVE         ,72, , ,5529,DAVISON,893423.1,1043219
17-024480,2017-05,5/22/2017 4:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4709,BEACON AVE          ,72, , ,4709,BEACON,889585.8,1040924
17-024275,2017-05,5/21/2017 3:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,5719,GOODFELLOW PL       ,50,GOODFELLOW PLACE APARTMENTS,APARTMENT,5719,GOODFELLOW,885250.8,1037395
17-026417,2017-05,5/31/2017 10:30,Y, , ,1, ,69702,2,LARCENY-ALL OTHER UNDER $500                      ,4824,OLEATHA AVE         ,15, , ,4824,OLEATHA,886009.1,1005704
17-026400,2017-05,5/31/2017 23:00,Y, , ,1, ,91113,6,SIMPLE ASSAULT-ADULT/NO INJURY                    ,5364,CLAXTON AVE         ,71, , ,5364,CLAXTON,893500,1041470
17-024925,2017-05,5/23/2017 17:00,Y, , ,1, ,69602,1,"LARCENY-ALL OTHER $500 - $24,999                  ",303,E SCHIRMER ST       ,2,ULTIMATE AUTO BODY, ,303,SCHIRMER,889854.4,987544.1
17-024371,2017-05,5/21/2017 17:30,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,6432,HANCOCK AVE         ,9,SOUTH ALLEY, ,6432,HANCOCK,877813.1,1007581
17-024870,2017-05,5/23/2017 21:46,Y, , ,1, ,152200,1,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,5508,LISETTE AVE         ,6,IN THE REAR, ,5454,LISETTE,880127.6,998570.4
17-025898,2017-05,5/29/2017 19:22,Y, , ,1, ,64701,1,LARCENY-FROM MTR VEH UNDER $500                   ,5401,RHODES AVE          ,6, , ,5401,RHODES,881514.1,999454.3
17-024700,2017-05,04/12/2017 12:00,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL                            ,4435,MINNESOTA AVE       ,17, , ,4435,MINNESOTA,894880.8,998529.6
17-024857,2017-05,5/15/2017 21:00,Y, , ,1, ,64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,3632,COOK AVE            ,77, , ,3632,COOK,897529.5,1023828
17-024326,2017-05,5/20/2017 16:00,Y, , ,1, ,51312,4,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,1429,WRIGHT ST           ,63, , ,1429,WRIGHT,906118.6,1026452
17-025035,2017-05,5/24/2017 17:45,Y, , ,1, ,44015,4,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC          ,1211,PINE ST             ,36, , ,1211,PINE,906366.8,1018135
17-024375,2017-05,5/21/2017 3:40,Y, , ,1, ,67701,4,LARCENY-FROM BUILDING UNDER $500                  ,1531,PINE ST             ,36, , ,1531,PINE,905381.8,1018367
17-024759,2017-05,5/23/2017 9:30,Y, , ,1, ,91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",0,BRANCH ST / I 70 WESTBOUND,65, , ,,MOUND,907285.1,1027683
17-024465,2017-05,05/07/2017 0:28,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,5585,DR MARTIN LUTHER KING DR,50,ARLINGTON GROVE APARTMENTS COMPLEX,NUISANCE ABATEMENT PROPERTY,5585,DR MARTIN LUTHER KING,884344.6,1032827
17-023071,2017-05,5/15/2017 2:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3012,OSAGE ST            ,16, ,REAR PARKING PAD,3012,OSAGE,895590.1,1001361
17-023727,2017-05,5/18/2017 11:18,Y, , ,1, ,250000,5,LOITERING-BEGGING                                 ,6,MARYLAND PLZ        ,38, , ,6,MARYLAND,888296.5,1023693
17-026315,2017-05,5/31/2017 18:30,Y, , ,1, ,63701,5,LARCENY-SHOPLIFT UNDER $500                       ,1215,N KINGSHIGHWAY BLVD ,51,AUTO ZONE,INSIDE STORE,1215,KINGSHIGHWAY,888084.4,1028777
17-025801,2017-05,5/29/2017 8:00,Y, , ,1, ,67701,4,LARCENY-FROM BUILDING UNDER $500                  ,300,N 4TH ST            ,35,MANSION HOUSE, ,300,4TH,909633.8,1017651
17-026021,2017-05,5/25/2017 16:00,Y, , ,1, ,67601,4,"LARCENY-FROM BUILDING $500 - $24,999              ",1220,N 10TH ST           ,62, ,PATRICK HENRY DOWNTOWN,919,JEFFERSON,908347.1,1021035
17-024530,2017-05,5/21/2017 10:00,Y, , ,1, ,52112,6,BURGLARY-BUSINESS/DAY/FORCE ENT/UNOCCUPIED        ,4001,W FLORISSANT AVE    ,68, , ,4001,FLORISSANT,900681.4,1034241
17-024909,2017-05,5/24/2017 6:40,Y, , ,1, ,63701,4,LARCENY-SHOPLIFT UNDER $500                       ,35,S GRAND BLVD        ,37,CIRCLE K, ,35,GRAND,896073.6,1019677
17-026289,2017-05,5/31/2017 13:30,Y, , ,1, ,51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,2832,PARK AVE            ,31, , ,2832,PARK,898438.6,1014281
17-024414,2017-05,5/21/2017 20:23,Y, , ,1, ,64601,3,"LARCENY-FROM MTR VEH $500 - $24,999               ",1420,CARROLL ST          ,33, , ,1419,CARROLL,903979.5,1012812
17-026360,2017-05,5/31/2017 19:30,Y, , ,1, ,51212,1,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED       ,4319,EICHELBERGER ST     ,5, , ,4319,EICHELBERGER,886329.4,999796.9
17-026419,2017-05,5/31/2017 22:30,Y, , ,1, ,65701,2,LARCENY-MTR VEH PARTS UNDER $500                  ,4164,FOLSOM AVE          ,28, , ,6029,WASHINGTON,890954.8,1015001
17-024433,2017-05,5/21/2017 23:20,Y, , ,1, ,41014,3,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC           ,3543,IOWA AVE            ,19,MULTI-FAMILY BUILDING,2ND FLOOR,3543,IOWA,897413.9,1004038
17-026454,2017-05,5/26/2017 15:00,Y, , ,1, ,51122,4,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED       ,3931,N 21ST ST           ,65, ,APT C,3931,21ST,904220.6,1030275
17-024578,2017-05,4/25/2017 8:20,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,1549,S JEFFERSON AVE     ,31, , ,1549,JEFFERSON,899869,1013585
17-024791,2017-05,04/09/2017 16:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,1419,PEABODY CT          ,33, , ,1419,PEABODY,904206.2,1013767
17-024720,2017-05,5/23/2017 3:00,Y, , ,1, ,69703,3,LARCENY-ALL OTH/FRM PRSN/UNDER $500               ,3740,S JEFFERSON AVE     ,18, ,@ BUS STOP,2235,INDIANA,898413.2,1002870
17-025035,2017-05,5/24/2017 17:45,Y, , ,1, ,91113,4,SIMPLE ASSAULT-ADULT/NO INJURY                    ,1211,PINE ST             ,36, , ,1211,PINE,906366.8,1018135
17-026462,2017-05,4/16/2017 2:00,Y, , ,1, ,64701,6,LARCENY-FROM MTR VEH UNDER $500                   ,7410,HALL ST,79,ST LOUIS CITY TOW, ,4605,VARRELMANN,899571.8,1044964
17-024714,2017-05,5/23/2017 2:59,Y, , ,1, ,31111,6,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,6124,N BROADWAY          ,79, , ,6124,BROADWAY,900558.8,1038456
17-023840,2017-05,5/18/2017 19:03,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING                          ,801,N 11TH ST           ,35, ,@SWB CONVENTION PZ BLDG,1100,CONVENTION,907512.3,1019461
17-024557,2017-05,5/21/2017 0:01,Y, , ,1, ,69602,2,"LARCENY-ALL OTHER $500 - $24,999                  ",3915,LAFAYETTE AVE       ,28, , ,3915,LAFAYETTE,892890.9,1013964
17-024979,2017-05,5/24/2017 13:00,Y, , ,1, ,151130,6,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING            ,4203,WARNE AVE           ,68, , ,4203,WARNE,899861.4,1033060
17-024589,2017-05,04/02/2017 12:30,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,928,LASALLE PARK CT     ,34, , ,928,LASALLE PARK,906241.3,1013517
17-024438,2017-05,5/22/2017 0:40,Y, , ,1, ,31111,2,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,4999,FAIRVIEW AVE        ,14, , ,4999,FAIRVIEW,884459.7,1006900
17-025905,2017-05,5/29/2017 20:44,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,3649,WILMINGTON AVE      ,3, , ,3649,WILMINGTON,889412.9,995390.2
17-024576,2017-05,5/20/2017 12:00,Y, , ,1, ,65601,2,"LARCENY-MTR VEH PARTS $500 - $24,999              ",5609,MANCHESTER AVE      ,12, , ,5609,MANCHESTER,882935.9,1015878
17-026033,2017-05,5/22/2017 19:00,Y, , ,1, ,65701,0,LARCENY-MTR VEH PARTS UNDER $500                  ,0,UNKNOWN,0, , ,300,4TH,0,0
17-024185,2017-05,5/20/2017 15:49,Y, , ,1, ,41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,1442,PEABODY CT          ,33,CLINTON PEABODY HOUSING COMPLEX, ,1235,14TH,904206.2,1013767
17-024127,2017-05,5/17/2017 19:00,Y, , ,1, ,91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",4448,ST FERDINAND AVE    ,57, , ,4448,ST FERDINAND,893121.8,1029704
17-024798,2017-05,5/19/2017 5:45,Y, , ,1, ,64601,1,"LARCENY-FROM MTR VEH $500 - $24,999               ",4146,TOENGES AVE         ,4, , ,4146,TOENGES,884784.8,995912
17-024533,2017-05,5/22/2017 10:58,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING                          ,711,N 13TH ST           ,36,THE DEN, ,718,TUCKER,906707.7,1019295
17-026179,2017-05,5/31/2017 0:40,Y, , ,1, ,52212,3,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE         ,3636,S GRAND BLVD        ,19,DOLLAR EXPRESS,#1131262,3636,GRAND,893513.3,1004053
17-026311,2017-05,5/30/2017 22:00,Y, , ,1, ,67601,4,"LARCENY-FROM BUILDING $500 - $24,999              ",811,N 9TH ST            ,35,HOLIDAY INN,@HOTEL- HOLIDAY INN SELECT,811,9TH,908092,1019473
17-026307,2017-05,5/31/2017 17:25,Y, , ,1, ,63701,3,LARCENY-SHOPLIFT UNDER $500                       ,2014,S 7TH ST            ,20,DOLLAR TREE, ,2014,7TH,905159,1009996
17-023574,2017-05,5/17/2017 12:17,Y, , ,1, ,31421,4,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS         ,300,S 18TH ST           ,36,METROLINK TRAIN # 114,@METROLINK - UNION STATION,300,18TH,903924.3,1017158
17-023254,2017-05,5/16/2017 0:55,Y, , ,1, ,83000,5,ARSON-KNOWINGLY BURNING/SUCCESS                   ,5816,MAFFITT AVE         ,50, ,REAR,5816,MAFFITT,884085.9,1035692
17-024507,2017-05,5/17/2017 9:00,Y, , ,1, ,65701,0,LARCENY-MTR VEH PARTS UNDER $500                  ,0,UNKNOWN,0, , ,6292,WILSON,0,0
17-024649,2017-05,5/21/2017 16:00,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500                   ,6231,MAGNOLIA AVE        ,11, , ,6231,MAGNOLIA,879150.2,1011801
17-024602,2017-05,5/22/2017 5:30,Y, , ,1, ,67701,6,LARCENY-FROM BUILDING UNDER $500                  ,7557,HALL ST,74, ,PICK N PULL,7557,BROADWAY,898564.8,1045187
17-024764,2017-05,5/22/2017 20:00,Y, , ,1, ,64701,5,LARCENY-FROM MTR VEH UNDER $500                   ,5089,WESTMINSTER PL      ,38, , ,5089,WESTMINSTER,886733.5,1025624
17-024944,2017-05,5/24/2017 10:00,Y, , ,1, ,91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",3547,MICHIGAN AVE        ,19, ,ALLEY,3547,MICHIGAN,895657.8,1004579
17-024943,2017-05,5/20/2017 0:01,Y, , ,1, ,264100,2,HEALTH-SANITATION VIOL                            ,4238,PAPIN ST            ,39, , ,4238,PAPIN,890761.4,1018311
17-026197,2017-05,5/30/2017 15:15,Y, , ,1, ,51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,2639,IOWA AVE            ,24, , ,2639,OHIO,898257.7,1009228
17-026447,2017-05,5/22/2017 6:00,Y, , ,1, ,66701,2,LARCENY-BICYCLES UNDER $500                       ,5750,DELOR ST            ,7, , ,5750,DELOR,879648.5,1001510
17-025344,2017-05,5/26/2017 11:32,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",4203,W BELLE PL          ,58, ,STRET,4203,BELLE,893294.9,1025194
17-024066,2017-05,5/20/2017 0:15,Y, , ,1, ,91113,4,SIMPLE ASSAULT-ADULT/NO INJURY                    ,601,CLARK AVE           ,35, ,@BALLPARK VILLAGE,6101,CLARK,908223.8,1016086
17-026549,2017-05,5/29/2017 23:30,Y, , ,1, ,43013,4,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ,1410,N 9TH ST            ,62, , ,1617,HELEN,908777.9,1021690
17-026113,2017-05,5/29/2017 1:20,Y, , ,1, ,43012,4,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE    ,1212,WASHINGTON AVE      ,36,HAIR OF THE DOG, ,3739,COOK,906794.4,1019094
17-024317,2017-05,5/21/2017 12:25,Y, , ,1, ,91113,4,SIMPLE ASSAULT-ADULT/NO INJURY                    ,3100,BELL AVE            ,59,FIRST BAPTIST CHURCH, ,3100,BELL,899505.3,1022183
17-024526,2017-05,5/20/2017 14:00,Y, , ,1, ,69702,4,LARCENY-ALL OTHER UNDER $500                      ,1875,MADISON ST          ,60, , ,1875,MADISON,905211.4,1024226
17-024748,2017-05,5/22/2017 18:00,Y, , ,1, ,65701,6,LARCENY-MTR VEH PARTS UNDER $500                  ,4339,ASHLAND AVE         ,56, , ,4339,ASHLAND,895215.1,1032079
17-023734,2017-05,5/18/2017 11:25,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,2206,LUCAS AVE           ,36, , ,2206,LUCAS,902915.2,1020334
17-026359,2017-05,5/31/2017 22:50,Y, , ,1, ,91113,1,SIMPLE ASSAULT-ADULT/NO INJURY                    ,4076,SCHILLER PL         ,5, , ,4076,SCHILLER,887545.2,998625.3
17-026364,2017-05,5/31/2017 23:45,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,943,CANAAN AVE          ,74, , ,943,CANAAN,896213.9,1051443
17-024454,2017-05,5/21/2017 15:00,Y, , ,1, ,44026,1,ASLT-AGGRV-HND/FST/FT-3RD-CHILD-DOMESTIC          ,4905,WINONA AVE          ,7, , ,4905,WINONA,884724.9,1003846
17-024057,2017-05,5/19/2017 9:00,Y, , ,1, ,67701,5,LARCENY-FROM BUILDING UNDER $500                  ,5174,ENRIGHT AVE         ,51, , ,5174,ENRIGHT,885995.9,1026723
17-026231,2017-05,5/31/2017 9:30,Y, , ,1, ,67701,5,LARCENY-FROM BUILDING UNDER $500                  ,4001,COTTAGE AVE         ,56, , ,4001,COTTAGE,896893.6,1028063
17-026076,2017-05,5/30/2017 11:00,Y, , ,1, ,51122,4,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED       ,1416,HOGAN ST            ,61,PRESERVATION PLACE,PRESERVATION PLACE APARTMENTS,1416,HOGAN,905305.6,1022738
17-025191,2017-05,5/24/2017 18:00,Y, , ,1, ,71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,5580,ERA AVE             ,76, , ,5500,ERA,889621.9,1046367
17-026279,2017-05,5/29/2017 23:00,Y, , ,1, ,65701,6,LARCENY-MTR VEH PARTS UNDER $500                  ,4031,LEXINGTON AVE       ,56, , ,4031,LEXINGTON,898161.8,1030747
